time,priceBid,priceAsk,sizeBid,sizeAsk
2025-06-20 08:00:07+00:00,6.11,6.18,100.0,400.0
2025-06-20 08:00:07+00:00,6.11,6.17,100.0,100.0
2025-06-20 08:00:07+00:00,6.06,6.17,200.0,100.0
2025-06-20 08:00:07+00:00,6.06,6.12,100.0,100.0
2025-06-20 08:00:07+00:00,6.07,6.17,100.0,100.0
2025-06-20 08:00:07+00:00,6.0,6.12,3000.0,100.0
2025-06-20 08:00:08+00:00,6.19,6.21,100.0,200.0
2025-06-20 08:00:08+00:00,6.19,6.24,100.0,300.0
2025-06-20 08:00:08+00:00,6.22,6.24,100.0,300.0
2025-06-20 08:00:08+00:00,6.22,6.24,100.0,200.0
2025-06-20 08:00:08+00:00,6.22,6.32,100.0,1000.0
2025-06-20 08:00:08+00:00,6.19,6.32,100.0,1000.0
2025-06-20 08:00:08+00:00,6.26,6.32,100.0,1000.0
2025-06-20 08:00:08+00:00,6.24,6.32,100.0,1000.0
2025-06-20 08:00:08+00:00,6.22,6.28,100.0,100.0
2025-06-20 08:00:08+00:00,6.19,6.28,100.0,100.0
2025-06-20 08:00:08+00:00,6.31,6.32,100.0,1000.0
2025-06-20 08:00:08+00:00,6.31,6.32,100.0,1000.0
2025-06-20 08:00:09+00:00,6.26,6.32,100.0,600.0
2025-06-20 08:00:09+00:00,6.26,6.32,100.0,700.0
2025-06-20 08:00:09+00:00,6.26,6.32,100.0,900.0
2025-06-20 08:00:09+00:00,6.25,6.32,200.0,900.0
2025-06-20 08:00:09+00:00,6.25,6.31,200.0,200.0
2025-06-20 08:00:09+00:00,6.25,6.31,100.0,200.0
2025-06-20 08:00:09+00:00,6.25,6.31,100.0,300.0
2025-06-20 08:00:09+00:00,6.26,6.32,100.0,100.0
2025-06-20 08:00:09+00:00,6.24,6.31,100.0,400.0
2025-06-20 08:00:09+00:00,6.2,6.31,100.0,1400.0
2025-06-20 08:00:09+00:00,6.19,6.31,300.0,1400.0
2025-06-20 08:00:09+00:00,6.19,6.31,200.0,1400.0
2025-06-20 08:00:09+00:00,6.22,6.31,100.0,1400.0
2025-06-20 08:00:09+00:00,6.19,6.24,100.0,100.0
2025-06-20 08:00:09+00:00,6.19,6.24,100.0,200.0
2025-06-20 08:00:09+00:00,6.19,6.23,100.0,100.0
2025-06-20 08:00:09+00:00,6.24,6.31,100.0,300.0
2025-06-20 08:00:09+00:00,6.19,6.21,100.0,100.0
2025-06-20 08:00:10+00:00,6.4,6.49,100.0,100.0
2025-06-20 08:00:10+00:00,6.4,6.49,200.0,100.0
2025-06-20 08:00:10+00:00,6.4,6.49,100.0,100.0
2025-06-20 08:00:10+00:00,6.37,6.49,100.0,100.0
2025-06-20 08:00:10+00:00,6.33,6.46,200.0,100.0
2025-06-20 08:00:10+00:00,6.33,6.46,200.0,200.0
2025-06-20 08:00:10+00:00,6.32,6.49,100.0,100.0
2025-06-20 08:00:10+00:00,6.32,6.46,100.0,200.0
2025-06-20 08:00:10+00:00,6.32,6.46,100.0,100.0
2025-06-20 08:00:10+00:00,6.34,6.49,100.0,100.0
2025-06-20 08:00:10+00:00,6.4,6.49,100.0,100.0
2025-06-20 08:00:10+00:00,6.32,6.44,100.0,100.0
2025-06-20 08:00:10+00:00,6.32,6.48,100.0,100.0
2025-06-20 08:00:10+00:00,6.32,6.49,100.0,100.0
2025-06-20 08:00:10+00:00,6.33,6.46,100.0,200.0
2025-06-20 08:00:10+00:00,6.33,6.49,200.0,100.0
2025-06-20 08:00:10+00:00,6.32,6.48,100.0,600.0
2025-06-20 08:00:10+00:00,6.33,6.48,100.0,500.0
2025-06-20 08:00:10+00:00,6.28,6.32,100.0,100.0
2025-06-20 08:00:10+00:00,6.28,6.35,200.0,100.0
2025-06-20 08:00:10+00:00,6.28,6.36,200.0,200.0
2025-06-20 08:00:10+00:00,6.34,6.36,100.0,200.0
2025-06-20 08:00:10+00:00,6.34,6.39,200.0,100.0
2025-06-20 08:00:10+00:00,6.34,6.4,200.0,1500.0
2025-06-20 08:00:10+00:00,6.38,6.49,100.0,100.0
2025-06-20 08:00:10+00:00,6.4,6.4,200.0,1400.0
2025-06-20 08:00:10+00:00,6.34,6.47,100.0,100.0
2025-06-20 08:00:10+00:00,6.33,6.47,100.0,200.0
2025-06-20 08:00:10+00:00,6.33,6.47,100.0,100.0
2025-06-20 08:00:10+00:00,6.33,6.48,100.0,600.0
2025-06-20 08:00:10+00:00,6.31,6.48,100.0,600.0
2025-06-20 08:00:10+00:00,6.32,6.48,100.0,600.0
2025-06-20 08:00:10+00:00,6.4,6.48,200.0,600.0
2025-06-20 08:00:10+00:00,6.4,6.4,100.0,1500.0
2025-06-20 08:00:10+00:00,6.33,6.48,200.0,500.0
2025-06-20 08:00:11+00:00,6.49,6.54,100.0,100.0
2025-06-20 08:00:11+00:00,6.52,6.54,100.0,100.0
2025-06-20 08:00:11+00:00,6.46,6.54,100.0,100.0
2025-06-20 08:00:11+00:00,6.43,6.54,200.0,100.0
2025-06-20 08:00:11+00:00,6.43,6.54,300.0,100.0
2025-06-20 08:00:11+00:00,6.43,6.58,300.0,100.0
2025-06-20 08:00:11+00:00,6.43,6.55,300.0,100.0
2025-06-20 08:00:11+00:00,6.44,6.55,100.0,100.0
2025-06-20 08:00:11+00:00,6.5,6.59,500.0,700.0
2025-06-20 08:00:11+00:00,6.5,6.59,400.0,700.0
2025-06-20 08:00:11+00:00,6.5,6.55,400.0,100.0
2025-06-20 08:00:11+00:00,6.5,6.52,400.0,100.0
2025-06-20 08:00:11+00:00,6.5,6.52,700.0,100.0
2025-06-20 08:00:11+00:00,6.5,6.52,900.0,100.0
2025-06-20 08:00:11+00:00,6.5,6.52,1100.0,100.0
2025-06-20 08:00:11+00:00,6.44,6.52,100.0,100.0
2025-06-20 08:00:11+00:00,6.5,6.53,400.0,100.0
2025-06-20 08:00:11+00:00,6.38,6.46,300.0,100.0
2025-06-20 08:00:11+00:00,6.38,6.46,300.0,200.0
2025-06-20 08:00:11+00:00,6.41,6.46,100.0,100.0
2025-06-20 08:00:11+00:00,6.41,6.49,100.0,100.0
2025-06-20 08:00:11+00:00,6.38,6.49,300.0,100.0
2025-06-20 08:00:11+00:00,6.38,6.49,300.0,100.0
2025-06-20 08:00:12+00:00,6.29,6.49,100.0,100.0
2025-06-20 08:00:12+00:00,6.29,6.46,100.0,200.0
2025-06-20 08:00:12+00:00,6.29,6.46,100.0,300.0
2025-06-20 08:00:12+00:00,6.29,6.47,100.0,200.0
2025-06-20 08:00:12+00:00,6.29,6.47,100.0,100.0
2025-06-20 08:00:12+00:00,6.29,6.44,100.0,100.0
2025-06-20 08:00:12+00:00,6.3,6.44,200.0,100.0
2025-06-20 08:00:12+00:00,6.32,6.44,100.0,100.0
2025-06-20 08:00:12+00:00,6.35,6.44,100.0,100.0
2025-06-20 08:00:12+00:00,6.44,6.54,100.0,100.0
2025-06-20 08:00:12+00:00,6.55,6.59,100.0,300.0
2025-06-20 08:00:12+00:00,6.43,6.54,200.0,100.0
2025-06-20 08:00:12+00:00,6.44,6.54,100.0,100.0
2025-06-20 08:00:12+00:00,6.43,6.52,200.0,100.0
2025-06-20 08:00:12+00:00,6.39,6.48,200.0,100.0
2025-06-20 08:00:12+00:00,6.39,6.48,100.0,100.0
2025-06-20 08:00:12+00:00,6.38,6.48,100.0,100.0
2025-06-20 08:00:12+00:00,6.29,6.51,100.0,100.0
2025-06-20 08:00:12+00:00,6.55,6.59,200.0,300.0
2025-06-20 08:00:12+00:00,6.58,6.59,100.0,600.0
2025-06-20 08:00:12+00:00,6.58,6.59,100.0,500.0
2025-06-20 08:00:12+00:00,6.55,6.59,100.0,700.0
2025-06-20 08:00:12+00:00,6.54,6.59,200.0,800.0
2025-06-20 08:00:12+00:00,6.54,6.59,100.0,800.0
2025-06-20 08:00:12+00:00,6.54,6.58,100.0,100.0
2025-06-20 08:00:12+00:00,6.47,6.58,200.0,100.0
2025-06-20 08:00:12+00:00,6.47,6.58,300.0,100.0
2025-06-20 08:00:12+00:00,6.5,6.58,100.0,100.0
2025-06-20 08:00:12+00:00,6.52,6.58,100.0,100.0
2025-06-20 08:00:12+00:00,6.46,6.54,100.0,100.0
2025-06-20 08:00:12+00:00,6.58,6.59,100.0,300.0
2025-06-20 08:00:12+00:00,6.55,6.59,100.0,600.0
2025-06-20 08:00:13+00:00,6.53,6.78,100.0,100.0
2025-06-20 08:00:13+00:00,6.52,6.79,400.0,100.0
2025-06-20 08:00:13+00:00,6.52,6.79,300.0,100.0
2025-06-20 08:00:13+00:00,6.52,6.78,300.0,100.0
2025-06-20 08:00:13+00:00,6.52,6.62,300.0,300.0
2025-06-20 08:00:13+00:00,6.52,6.71,300.0,300.0
2025-06-20 08:00:13+00:00,6.52,6.62,300.0,100.0
2025-06-20 08:00:13+00:00,6.52,6.62,300.0,200.0
2025-06-20 08:00:13+00:00,6.52,6.71,300.0,100.0
2025-06-20 08:00:13+00:00,6.53,6.76,100.0,100.0
2025-06-20 08:00:13+00:00,6.52,6.59,100.0,500.0
2025-06-20 08:00:13+00:00,6.42,6.52,100.0,100.0
2025-06-20 08:00:13+00:00,6.64,6.79,100.0,100.0
2025-06-20 08:00:13+00:00,6.64,6.79,300.0,100.0
2025-06-20 08:00:13+00:00,6.64,6.79,200.0,100.0
2025-06-20 08:00:13+00:00,6.62,6.79,100.0,100.0
